language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
en,VOCABULARY,file,/faɪl/,tập tin,I think this file is good.,Tôi nghĩ tập tin này tốt.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,battery,/ˈbætəri/,pin,I think this battery is good.,Tôi nghĩ pin này tốt.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,charger,/ˈʧɑrʤər/,bộ sạc,We talked about this charger.,Chúng tôi đã nói về bộ sạc này.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,device,/dɪˈvaɪs/,thiết bị,This device is very important.,Thiết bị này rất quan trọng.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,network,/ˈnɛtˌwərk/,mạng lưới,We talked about this network.,Chúng tôi đã nói về mạng lưới này.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,data,/ˈdætə/,dữ liệu,I think this data is good.,Tôi nghĩ dữ liệu này tốt.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,video,/ˈvɪdioʊ/,video,I think this video is good.,Tôi nghĩ video này tốt.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,robot,/ˈroʊˌbət/,người máy,This robot is very important.,Người máy này rất quan trọng.,Technology,,Beginner,High,noun - everyday noun
en,VOCABULARY,season,/ˈsizən/,mùa,I think this season is good.,Tôi nghĩ mùa này tốt.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,spring,/spərɪŋ/,mùa xuân,This spring is very important.,Mùa xuân này rất quan trọng.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,summer,/ˈsəmər/,mùa hè,We talked about this summer.,Chúng tôi đã nói về mùa hè này.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,autumn,/ˈɔtəm/,mùa thu,I think this autumn is good.,Tôi nghĩ mùa thu này tốt.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,winter,/ˈwɪntər/,mùa đông,I think this winter is good.,Tôi nghĩ mùa đông này tốt.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,storm,/stɔrm/,cơn bão,I think this storm is good.,Tôi nghĩ cơn bão này tốt.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,fog,/fɔɡ/,sương mù,We talked about this fog.,Chúng tôi đã nói về sương mù này.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,temperature,/ˈtɛmpərəʧər/,nhiệt độ,I think this temperature is good.,Tôi nghĩ nhiệt độ này tốt.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,degree,/dɪˈɡri/,độ,We talked about this degree.,Chúng tôi đã nói về độ này.,Weather,,Beginner,High,noun - everyday noun
en,VOCABULARY,sunny,/ˈsəni/,có nắng,This is very sunny.,Cái này rất có nắng.,Weather,,Beginner,High,adjective - common adjective
en,VOCABULARY,rainy,/ˈreɪni/,có mưa,It looks very rainy.,Nó trông rất có mưa.,Weather,,Beginner,High,adjective - common adjective
en,VOCABULARY,cloudy,/ˈklaʊdi/,nhiều mây,It looks very cloudy.,Nó trông rất nhiều mây.,Weather,,Beginner,High,adjective - common adjective
en,VOCABULARY,windy,/ˈwɪndi/,nhiều gió,This is very windy.,Cái này rất nhiều gió.,Weather,,Beginner,High,adjective - common adjective
en,VOCABULARY,wet,/wɛt/,ướt,It looks very wet.,Nó trông rất ướt.,Weather,,Beginner,High,adjective - common adjective
en,VOCABULARY,dry,/draɪ/,khô,This is very dry.,Cái này rất khô.,Weather,,Beginner,High,adjective - common adjective
en,VOCABULARY,feeling,/ˈfilɪŋ/,cảm giác,I think this feeling is good.,Tôi nghĩ cảm giác này tốt.,Emotion,,Beginner,High,noun - everyday noun
en,VOCABULARY,emotion,/ˈiˌmoʊʃən/,cảm xúc,This emotion is very important.,Cảm xúc này rất quan trọng.,Emotion,,Beginner,High,noun - everyday noun
en,VOCABULARY,fear,/fɪr/,nỗi sợ,We talked about this fear.,Chúng tôi đã nói về nỗi sợ này.,Emotion,,Beginner,High,noun - everyday noun
en,VOCABULARY,joy,/ʤɔɪ/,niềm vui,We talked about this joy.,Chúng tôi đã nói về niềm vui này.,Emotion,,Beginner,High,noun - everyday noun
en,VOCABULARY,anger,/ˈæŋɡər/,sự tức giận,This anger is very important.,Sự tức giận này rất quan trọng.,Emotion,,Beginner,High,noun - everyday noun
en,VOCABULARY,stress,/strɛs/,căng thẳng,This stress is very important.,Căng thẳng này rất quan trọng.,Emotion,,Beginner,High,noun - everyday noun
en,VOCABULARY,mood,/mud/,tâm trạng,We talked about this mood.,Chúng tôi đã nói về tâm trạng này.,Emotion,,Beginner,High,noun - everyday noun
en,VOCABULARY,nervous,/ˈnərvəs/,"lo lắng, hồi hộp",She is very nervous.,Cô ấy rất lo lắng.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,worried,/ˈwərid/,lo lắng,I am worried about you.,Tôi lo lắng cho bạn.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,calm,/kɑm/,bình tĩnh,Please stay calm.,Hãy bình tĩnh.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,upset,/ˈəpˌsɛt/,buồn bực,She is very upset.,Cô ấy rất buồn bực.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,glad,/ɡlæd/,vui mừng,I am glad to see you.,Tôi vui khi gặp bạn.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,pleased,/plizd/,hài lòng,I am very pleased.,Tôi rất hài lòng.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,confident,/ˈkɑnfədənt/,tự tin,She is very confident.,Cô ấy rất tự tin.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,shy,/ʃaɪ/,nhút nhát,He is very shy.,Anh ấy rất nhút nhát.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,jealous,/ˈʤɛləs/,ghen tị,Don't be jealous.,Đừng ghen tị.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,grateful,/ˈɡreɪtfəl/,biết ơn,I am very grateful.,Tôi rất biết ơn.,Emotion,,Beginner,High,adjective - common adjective
en,VOCABULARY,education,/ˌɛʤəˈkeɪʃən/,giáo dục,I think this education is good.,Tôi nghĩ giáo dục này tốt.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,lesson,/ˈlɛsən/,bài học,We talked about this lesson.,Chúng tôi đã nói về bài học này.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,subject,/ˈsəbʤɪkt/,môn học,I think this subject is good.,Tôi nghĩ môn học này tốt.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,homework,/ˈhoʊmˌwərk/,bài tập về nhà,We talked about this homework.,Chúng tôi đã nói về bài tập về nhà này.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,exam,/ɪɡˈzæm/,kỳ thi,We talked about this exam.,Chúng tôi đã nói về kỳ thi này.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,test,/tɛst/,bài kiểm tra,We talked about this test.,Chúng tôi đã nói về bài kiểm tra này.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,grade,/ɡreɪd/,"điểm số, lớp",This grade is very important.,Điểm số này rất quan trọng.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,university,/ˌjunəˈvərsəti/,trường đại học,We talked about this university.,Chúng tôi đã nói về trường đại học này.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,college,/ˈkɑlɪʤ/,"cao đẳng, đại học",We talked about this college.,Chúng tôi đã nói về cao đẳng này.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,knowledge,/ˈnɑlɪʤ/,kiến thức,I think this knowledge is good.,Tôi nghĩ kiến thức này tốt.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,skill,/skɪl/,kỹ năng,I think this skill is good.,Tôi nghĩ kỹ năng này tốt.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,course,/kɔrs/,khóa học,We talked about this course.,Chúng tôi đã nói về khóa học này.,Education,,Beginner,High,noun - everyday noun
en,VOCABULARY,dictionary,/ˈdɪkʃəˌnɛri/,từ điển,I think this dictionary is good.,Tôi nghĩ từ điển này tốt.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,notebook,/ˈnoʊtˌbʊk/,quyển vở,This notebook is very important.,Quyển vở này rất quan trọng.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,pencil,/ˈpɛnsəl/,bút chì,This pencil is very important.,Bút chì này rất quan trọng.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,ruler,/ˈrulər/,cây thước,This ruler is very important.,Cây thước này rất quan trọng.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,eraser,/ɪˈreɪsər/,cục tẩy,We talked about this eraser.,Chúng tôi đã nói về cục tẩy này.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,language,/ˈlæŋɡwɪʤ/,ngôn ngữ,I think this language is good.,Tôi nghĩ ngôn ngữ này tốt.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,sentence,/ˈsɛntəns/,câu,I think this sentence is good.,Tôi nghĩ câu này tốt.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,meaning,/ˈminɪŋ/,ý nghĩa,We talked about this meaning.,Chúng tôi đã nói về ý nghĩa này.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,example,/ɪɡˈzæmpəl/,ví dụ,We talked about this example.,Chúng tôi đã nói về ví dụ này.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,mistake,/mɪˈsteɪk/,lỗi sai,This mistake is very important.,Lỗi sai này rất quan trọng.,Study,,Beginner,High,noun - everyday noun
en,VOCABULARY,moment,/ˈmoʊmənt/,khoảnh khắc,This moment is very important.,Khoảnh khắc này rất quan trọng.,Time,,Beginner,High,noun - everyday noun
en,VOCABULARY,future,/fˈjuʧər/,tương lai,This future is very important.,Tương lai này rất quan trọng.,Time,,Beginner,High,noun - everyday noun
en,VOCABULARY,past,/pæst/,quá khứ,We talked about this past.,Chúng tôi đã nói về quá khứ này.,Time,,Beginner,High,noun - everyday noun
en,VOCABULARY,century,/ˈsɛnʧəri/,thế kỷ,This century is very important.,Thế kỷ này rất quan trọng.,Time,,Beginner,High,noun - everyday noun
en,VOCABULARY,date,/deɪt/,ngày tháng,We talked about this date.,Chúng tôi đã nói về ngày tháng này.,Time,,Beginner,High,noun - everyday noun
en,VOCABULARY,calendar,/ˈkæləndər/,lịch,This calendar is very important.,Lịch này rất quan trọng.,Time,,Beginner,High,noun - everyday noun
en,VOCABULARY,birthday,/ˈbərθˌdeɪ/,ngày sinh,We talked about this birthday.,Chúng tôi đã nói về sinh nhật này.,Time,,Beginner,High,noun - everyday noun
en,VOCABULARY,daily,/ˈdeɪli/,hằng ngày,This is very daily.,Cái này rất hằng ngày.,Habit,,Beginner,High,adjective - common adjective
en,VOCABULARY,weekly,/ˈwikli/,hằng tuần,This is very weekly.,Cái này rất hằng tuần.,Habit,,Beginner,High,adjective - common adjective
en,VOCABULARY,normal,/ˈnɔrməl/,bình thường,It looks very normal.,Nó trông rất bình thường.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,usual,/ˈjuʒəwəl/,thông thường,This is very usual.,Cái này rất thông thường.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,special,/ˈspɛʃəl/,đặc biệt,This is very special.,Cái này rất đặc biệt.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,simple,/ˈsɪmpəl/,đơn giản,This is very simple.,Cái này rất đơn giản.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,modern,/ˈmɑdərn/,hiện đại,It looks very modern.,Nó trông rất hiện đại.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,popular,/ˈpɑpjələr/,phổ biến,This is very popular.,Cái này rất phổ biến.,Social,,Beginner,High,adjective - common adjective
en,VOCABULARY,famous,/ˈfeɪməs/,nổi tiếng,It looks very famous.,Nó trông rất nổi tiếng.,Social,,Beginner,High,adjective - common adjective
en,VOCABULARY,perfect,/ˈpərˌfɪkt/,hoàn hảo,This is very perfect.,Cái này rất hoàn hảo.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,useful,/ˈjusfəl/,hữu ích,It looks very useful.,Nó trông rất hữu ích.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,favorite,/ˈfeɪvərɪt/,yêu thích,This is very favorite.,Cái này rất yêu thích.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,interesting,/ˈɪntəˌrɛstɪŋ/,thú vị,This is very interesting.,Cái này rất thú vị.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,boring,/ˈbɔrɪŋ/,nhàm chán,This is very boring.,Cái này rất nhàm chán.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,difficult,/ˈdɪfəkəlt/,khó khăn,It looks very difficult.,Nó trông rất khó khăn.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,possible,/ˈpɑsəbəl/,có thể,This is very possible.,Cái này rất có thể.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,delicious,/dɪˈlɪʃəs/,ngon,It looks very delicious.,Nó trông rất ngon.,Food,,Beginner,High,adjective - common adjective
en,VOCABULARY,healthy,/ˈhɛlθi/,"khỏe mạnh, lành mạnh",This is very healthy.,Cái này rất khỏe mạnh.,Health,,Beginner,High,adjective - common adjective
en,VOCABULARY,crowded,/ˈkraʊdɪd/,đông đúc,This is very crowded.,Cái này rất đông đúc.,Travel,,Beginner,High,adjective - common adjective
en,VOCABULARY,clear,/klɪr/,rõ ràng,This is very clear.,Cái này rất rõ ràng.,Communication,,Beginner,High,adjective - common adjective
en,VOCABULARY,correct,/kərˈɛkt/,chính xác,It looks very correct.,Nó trông rất chính xác.,Study,,Beginner,High,adjective - common adjective
en,VOCABULARY,similar,/ˈsɪmələr/,tương tự,It looks very similar.,Nó trông rất tương tự.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,able,/ˈeɪbəl/,có khả năng,It looks very able.,Nó trông rất có khả năng.,Daily Life,,Beginner,High,adjective - common adjective
en,VOCABULARY,friendly,/ˈfrɛndli/,thân thiện,It looks very friendly.,Nó trông rất thân thiện.,Social,,Beginner,High,adjective - common adjective
en,VOCABULARY,honest,/ˈɑnəst/,trung thực,It looks very honest.,Nó trông rất trung thực.,Relationship,,Beginner,High,adjective - common adjective
en,VOCABULARY,generous,/ˈʤɛnərəs/,hào phóng,It looks very generous.,Nó trông rất hào phóng.,Relationship,,Beginner,High,adjective - common adjective
en,VOCABULARY,lazy,/ˈleɪzi/,lười biếng,This is very lazy.,Cái này rất lười biếng.,Habit,,Beginner,High,adjective - common adjective
en,VOCABULARY,hardworking,/ˈhɑrdˌwərkɪŋ/,chăm chỉ,This is very hardworking.,Cái này rất chăm chỉ.,Work,,Beginner,High,adjective - common adjective
en,VOCABULARY,quickly,/kˈwɪkli/,một cách nhanh chóng,She did it quickly.,Cô ấy làm điều đó một cách nhanh chóng.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,slowly,/sˈloʊli/,một cách chậm rãi,She did it slowly.,Cô ấy làm điều đó một cách chậm rãi.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,carefully,/ˈkɛrfəli/,một cách cẩn thận,She did it carefully.,Cô ấy làm điều đó một cách cẩn thận.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,easily,/ˈizəli/,một cách dễ dàng,She did it easily.,Cô ấy làm điều đó một cách dễ dàng.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,suddenly,/ˈsədənli/,đột nhiên,She did it suddenly.,Cô ấy làm điều đó đột nhiên.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,finally,/ˈfaɪnəli/,cuối cùng,She did it finally.,Cô ấy làm điều đó cuối cùng.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,probably,/ˈprɑbəˌbli/,có lẽ,It will probably rain.,Trời có lẽ sẽ mưa.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,maybe,/ˈmeɪbi/,có thể,Maybe it will rain.,Có lẽ trời sẽ mưa.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,perhaps,/pərˈhæps/,có lẽ,Perhaps she is busy.,Có lẽ cô ấy bận.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,certainly,/ˈsərtənli/,chắc chắn,I will certainly come.,Tôi chắc chắn sẽ đến.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,exactly,/ɪɡˈzæktli/,chính xác,That is exactly right.,Điều đó hoàn toàn đúng.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,almost,/ˈɔlˌmoʊst/,gần như,I am almost ready.,Tôi gần sẵn sàng rồi.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,nearly,/ˈnɪrli/,"gần, suýt",It is nearly noon.,Gần trưa rồi.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,quite,/kwaɪt/,khá,It is quite cold.,Trời khá lạnh.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,enough,/ɪˈnəf/,đủ,That is enough.,Như vậy là đủ.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,especially,/əˈspɛʃəli/,đặc biệt là,"I love fruit, especially mango.","Tôi thích trái cây, đặc biệt là xoài.",Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,recently,/ˈrisəntli/,gần đây,I saw him recently.,Gần đây tôi gặp anh ấy.,Time,,Beginner,High,adverb - common adverb
en,VOCABULARY,already,/ɔˈrɛdi/,"đã, rồi",I already ate.,Tôi đã ăn rồi.,Time,,Beginner,High,adverb - common adverb
en,VOCABULARY,still,/stɪl/,vẫn còn,She is still here.,Cô ấy vẫn còn ở đây.,Time,,Beginner,High,adverb - common adverb
en,VOCABULARY,yet,/jɛt/,"chưa, vẫn",I am not ready yet.,Tôi vẫn chưa sẵn sàng.,Time,,Beginner,High,adverb - common adverb
en,VOCABULARY,soon,/sun/,sớm,See you soon.,Hẹn sớm gặp lại.,Time,,Beginner,High,adverb - common adverb
en,VOCABULARY,outside,/ˈaʊtˈsaɪd/,bên ngoài,He works outside.,Anh ấy làm việc bên ngoài.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,inside,/ˌɪnˈsaɪd/,bên trong,He works inside.,Anh ấy làm việc bên trong.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,everywhere,/ˈɛvriˌwɛr/,khắp nơi,He works everywhere.,Anh ấy làm việc khắp nơi.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,somewhere,/ˈsəmˌwɛr/,đâu đó,He works somewhere.,Anh ấy làm việc đâu đó.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,anywhere,/ˈɛniˌwɛr/,bất cứ đâu,She did it anywhere.,Cô ấy làm điều đó bất cứ đâu.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,away,/əˈweɪ/,"đi xa, ra xa",He works away.,Anh ấy làm việc đi xa.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,around,/əraʊnd/,xung quanh,He works around.,Anh ấy làm việc xung quanh.,Daily Life,,Beginner,High,adverb - common adverb
en,VOCABULARY,instead,/ˌɪnˈstɛd/,thay vào đó,Let's stay home instead.,Thay vào đó hãy ở nhà.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,however,/ˌhaʊˈɛvər/,tuy nhiên,"It is cheap; however, it is good.","Nó rẻ; tuy nhiên, nó tốt.",Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,anyway,/ˈɛniˌweɪ/,dù sao đi nữa,Thanks anyway.,Dù sao cũng cảm ơn.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,actually,/ˈæˌkʧuəli/,thực ra,"Actually, I agree.","Thực ra, tôi đồng ý.",Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,clearly,/ˈklɪrli/,một cách rõ ràng,He works clearly.,Anh ấy làm việc một cách rõ ràng.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,simply,/ˈsɪmpli/,đơn giản là,He works simply.,Anh ấy làm việc đơn giản là.,Communication,,Beginner,High,adverb - common adverb
en,VOCABULARY,rarely,/ˈrɛrli/,hiếm khi,She did it rarely.,Cô ấy làm điều đó hiếm khi.,Habit,,Beginner,High,adverb - common adverb
en,VOCABULARY,once,/wəns/,một lần,She did it once.,Cô ấy làm điều đó một lần.,Time,,Beginner,High,adverb - common adverb
en,VOCABULARY,twice,/twaɪs/,hai lần,She did it twice.,Cô ấy làm điều đó hai lần.,Time,,Beginner,High,adverb - common adverb
en,VOCABULARY,rent,/rɛnt/,thuê,They rent every day.,Họ thuê mỗi ngày.,Home,,Beginner,High,verb - common verb
en,VOCABULARY,own,/oʊn/,sở hữu,They own every day.,Họ sở hữu mỗi ngày.,Money,,Beginner,High,verb - common verb
en,VOCABULARY,lock,/lɑk/,khóa,I want to lock now.,Tôi muốn khóa bây giờ.,Home,,Beginner,High,verb - common verb
en,VOCABULARY,knock,/nɑk/,gõ cửa,Please knock now.,Hãy gõ cửa ngay bây giờ.,Home,,Beginner,High,verb - common verb
en,VOCABULARY,press,/prɛs/,"ấn, nhấn",Let's press together.,Chúng ta hãy ấn cùng nhau.,Technology,,Beginner,High,verb - common verb
en,VOCABULARY,hang,/hæŋ/,treo,They hang every day.,Họ treo mỗi ngày.,Home,,Beginner,High,verb - common verb
en,VOCABULARY,pack,/pæk/,đóng gói,Let's pack together.,Chúng ta hãy đóng gói cùng nhau.,Travel,,Beginner,High,verb - common verb
en,VOCABULARY,sweep,/swip/,quét,I want to sweep now.,Tôi muốn quét bây giờ.,Home,,Beginner,High,verb - common verb
en,VOCABULARY,plant,/plænt/,trồng,I want to plant now.,Tôi muốn trồng bây giờ.,Home,,Beginner,High,verb - common verb
en,VOCABULARY,grow,/ɡroʊ/,"trồng, lớn lên",I want to grow now.,Tôi muốn trồng bây giờ.,Daily Life,,Beginner,High,verb - common verb
en,VOCABULARY,feed,/fid/,cho ăn,Let's feed together.,Chúng ta hãy cho ăn cùng nhau.,Daily Life,,Beginner,High,verb - common verb
en,VOCABULARY,jog,/ʤɑɡ/,chạy bộ,Let's jog together.,Chúng ta hãy chạy bộ cùng nhau.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,breathe,/brið/,thở,Let's breathe together.,Chúng ta hãy thở cùng nhau.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,heal,/hil/,chữa lành,I want to heal now.,Tôi muốn chữa lành bây giờ.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,cure,/kjʊr/,chữa khỏi,I want to cure now.,Tôi muốn chữa khỏi bây giờ.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,treat,/trit/,"điều trị, đối xử",Please treat now.,Hãy điều trị ngay bây giờ.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,examine,/ɪɡˈzæmɪn/,"khám, kiểm tra",Let's examine together.,Chúng ta hãy khám cùng nhau.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,hurt,/hərt/,"làm đau, bị đau",Please hurt now.,Hãy làm đau ngay bây giờ.,Health,,Beginner,High,verb - common verb
en,VOCABULARY,chat,/ʧæt/,trò chuyện,They chat every day.,Họ trò chuyện mỗi ngày.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,shout,/ʃaʊt/,"hét, la",They shout every day.,Họ hét mỗi ngày.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,nod,/nɑd/,gật đầu,They nod every day.,Họ gật đầu mỗi ngày.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,wave,/weɪv/,vẫy tay,They wave every day.,Họ vẫy tay mỗi ngày.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,point,/pɔɪnt/,chỉ tay,They point every day.,Họ chỉ tay mỗi ngày.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,text,/tɛkst/,nhắn tin,They text every day.,Họ nhắn tin mỗi ngày.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,reply,/rɪˈplaɪ/,"trả lời, hồi đáp",Please reply now.,Hãy trả lời ngay bây giờ.,Communication,,Beginner,High,verb - common verb
en,VOCABULARY,post,/poʊst/,đăng bài,Please post now.,Hãy đăng bài ngay bây giờ.,Technology,,Beginner,High,verb - common verb
en,VOCABULARY,comment,/ˈkɑmɛnt/,bình luận,They comment every day.,Họ bình luận mỗi ngày.,Technology,,Beginner,High,verb - common verb
en,VOCABULARY,celebrate,/ˈsɛləˌbreɪt/,ăn mừng,They celebrate every day.,Họ ăn mừng mỗi ngày.,Social,,Beginner,High,verb - common verb
en,VOCABULARY,greet,/ɡrit/,chào hỏi,They greet every day.,Họ chào hỏi mỗi ngày.,Social,,Beginner,High,verb - common verb
en,VOCABULARY,marry,/ˈmɛri/,kết hôn,Let's marry together.,Chúng ta hãy kết hôn cùng nhau.,Relationship,,Beginner,High,verb - common verb
en,VOCABULARY,forgive,/fərˈɡɪv/,tha thứ,I want to forgive now.,Tôi muốn tha thứ bây giờ.,Relationship,,Beginner,High,verb - common verb
en,VOCABULARY,trust,/trəst/,tin tưởng,I want to trust now.,Tôi muốn tin tưởng bây giờ.,Relationship,,Beginner,High,verb - common verb
en,VOCABULARY,respect,/rɪˈspɛkt/,tôn trọng,They respect every day.,Họ tôn trọng mỗi ngày.,Relationship,,Beginner,High,verb - common verb
en,VOCABULARY,admire,/ædˈmaɪr/,ngưỡng mộ,They admire every day.,Họ ngưỡng mộ mỗi ngày.,Relationship,,Beginner,High,verb - common verb
en,VOCABULARY,miss,/mɪs/,"nhớ, lỡ",I want to miss now.,Tôi muốn nhớ bây giờ.,Relationship,,Beginner,High,verb - common verb
en,VOCABULARY,care,/kɛr/,quan tâm,Please care now.,Hãy quan tâm ngay bây giờ.,Relationship,,Beginner,High,verb - common verb
en,VOCABULARY,bargain,/ˈbɑrɡɪn/,mặc cả,Let's bargain together.,Chúng ta hãy mặc cả cùng nhau.,Shopping,,Beginner,High,verb - common verb
en,VOCABULARY,exchange,/ɪksˈʧeɪnʤ/,đổi,Please exchange now.,Hãy đổi ngay bây giờ.,Shopping,,Beginner,High,verb - common verb
en,VOCABULARY,explore,/ɪkˈsplɔr/,khám phá,They explore every day.,Họ khám phá mỗi ngày.,Travel,,Beginner,High,verb - common verb
en,VOCABULARY,depart,/dɪˈpɑrt/,khởi hành,Please depart now.,Hãy khởi hành ngay bây giờ.,Travel,,Beginner,High,verb - common verb
en,VOCABULARY,land,/lænd/,hạ cánh,Let's land together.,Chúng ta hãy hạ cánh cùng nhau.,Travel,,Beginner,High,verb - common verb
en,VOCABULARY,board,/bɔrd/,"lên (xe, máy bay)",They board every day.,Họ lên (xe mỗi ngày.,Travel,,Beginner,High,verb - common verb
en,VOCABULARY,fire,/faɪər/,sa thải,They fire every day.,Họ sa thải mỗi ngày.,Work,,Beginner,High,verb - common verb
en,VOCABULARY,promote,/prəˈmoʊt/,"thăng chức, quảng bá",I want to promote now.,Tôi muốn thăng chức bây giờ.,Work,,Beginner,High,verb - common verb
en,VOCABULARY,resign,/rɪˈzaɪn/,từ chức,They resign every day.,Họ từ chức mỗi ngày.,Work,,Beginner,High,verb - common verb
en,VOCABULARY,sign,/saɪn/,ký,They sign every day.,Họ ký mỗi ngày.,Business,,Beginner,High,verb - common verb
en,VOCABULARY,employ,/ɪmˈplɔɪ/,tuyển dụng,I want to employ now.,Tôi muốn tuyển dụng bây giờ.,Work,,Beginner,High,verb - common verb
