language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
zh,VOCABULARY,空,kōng,trống,这个非常空。,Cái này vô cùng trống.,Daily Life,,Beginner,High,adjective - common adjective
zh,VOCABULARY,紧张,jǐnzhāng,căng thẳng,我很紧张。,Tôi rất căng thẳng.,Emotion,,Beginner,High,adjective - common adjective
zh,VOCABULARY,圆,yuán,tròn,这个非常圆。,Cái này vô cùng tròn.,Daily Life,,Beginner,High,adjective - common adjective
zh,VOCABULARY,平,píng,bằng phẳng,这个非常平。,Cái này vô cùng bằng phẳng.,Daily Life,,Beginner,High,adjective - common adjective
zh,VOCABULARY,软,ruǎn,mềm,这个非常软。,Cái này vô cùng mềm.,Daily Life,,Beginner,High,adjective - common adjective
zh,VOCABULARY,硬,yìng,cứng,这个非常硬。,Cái này vô cùng cứng.,Daily Life,,Beginner,High,adjective - common adjective
zh,VOCABULARY,亮,liàng,sáng,这个很亮。,Cái này rất sáng.,Daily Life,,Beginner,High,adjective - common adjective
zh,VOCABULARY,凉快,liángkuai,mát mẻ,今天很凉快。,Hôm nay rất mát.,Weather,,Beginner,High,adjective - common adjective
zh,VOCABULARY,暖和,nuǎnhuo,ấm áp,今天很暖和。,Hôm nay rất ấm.,Weather,,Beginner,High,adjective - common adjective
zh,VOCABULARY,阴,yīn,âm u,今天天气很阴。,Hôm nay trời âm u.,Weather,,Beginner,High,adjective - common adjective
zh,VOCABULARY,晴,qíng,"nắng, quang",今天天气很晴。,Hôm nay trời nắng đẹp.,Weather,,Beginner,High,adjective - common adjective
zh,VOCABULARY,干,gān,khô,天气很干。,Thời tiết rất khô.,Weather,,Beginner,High,adjective - common adjective
zh,VOCABULARY,湿,shī,ẩm ướt,地很湿。,Sàn nhà rất ướt.,Weather,,Beginner,High,adjective - common adjective
zh,VOCABULARY,急,jí,"gấp, vội",这个很急。,Cái này rất gấp.,Daily Life,,Beginner,High,adjective - common adjective
zh,VOCABULARY,害羞,hàixiū,ngại ngùng,她很害羞。,Cô ấy rất nhút nhát.,Emotion,,Beginner,High,adjective - common adjective
zh,VOCABULARY,骄傲,jiāo'ào,"tự hào, kiêu ngạo",他很骄傲。,Anh ấy rất kiêu hãnh.,Emotion,,Beginner,High,adjective - common adjective
zh,VOCABULARY,自信,zìxìn,tự tin,她很自信。,Cô ấy rất tự tin.,Emotion,,Beginner,High,adjective - common adjective
zh,VOCABULARY,诚实,chéngshí,trung thực,他很诚实。,Anh ấy rất trung thực.,Relationship,,Beginner,High,adjective - common adjective
zh,VOCABULARY,勇敢,yǒnggǎn,dũng cảm,他很勇敢。,Anh ấy rất dũng cảm.,Emotion,,Beginner,High,adjective - common adjective
zh,VOCABULARY,懒,lǎn,lười,这个非常懒。,Cái này vô cùng lười.,Habit,,Beginner,High,adjective - common adjective
zh,VOCABULARY,严格,yángé,nghiêm khắc,这个非常严格。,Cái này vô cùng nghiêm khắc.,Education,,Beginner,High,adjective - common adjective
zh,VOCABULARY,提供,tígōng,cung cấp,我们一起提供吧。,Chúng ta cùng cung cấp nhé.,Service,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,增加,zēngjiā,tăng thêm,我想增加。,Tôi muốn tăng thêm.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,减少,jiǎnshǎo,giảm bớt,我想减少。,Tôi muốn giảm bớt.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,改变,gǎibiàn,thay đổi,我想改变。,Tôi muốn thay đổi.,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,提高,tígāo,nâng cao,我们一起提高吧。,Chúng ta cùng nâng cao nhé.,Study,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,降低,jiàngdī,hạ thấp,我想降低。,Tôi muốn hạ thấp.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,影响,yǐngxiǎng,ảnh hưởng,你影响吗？,Bạn ảnh hưởng không?,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,保护,bǎohù,bảo vệ,我想保护。,Tôi muốn bảo vệ.,Health,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,节约,jiéyuē,tiết kiệm,我想节约。,Tôi muốn tiết kiệm.,Money,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,浪费,làngfèi,lãng phí,我想浪费。,Tôi muốn lãng phí.,Money,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,污染,wūrǎn,ô nhiễm,我想污染。,Tôi muốn ô nhiễm.,Weather,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,发展,fāzhǎn,phát triển,我想发展。,Tôi muốn phát triển.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,进步,jìnbù,tiến bộ,你进步吗？,Bạn tiến bộ không?,Study,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,实现,shíxiàn,thực hiện,你实现吗？,Bạn thực hiện không?,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,获得,huòdé,đạt được,我们一起获得吧。,Chúng ta cùng đạt được nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,失去,shīqù,mất đi,我想失去。,Tôi muốn mất đi.,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,接受,jiēshòu,tiếp nhận,我们一起接受吧。,Chúng ta cùng tiếp nhận nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,拒绝,jùjué,từ chối,我想拒绝。,Tôi muốn từ chối.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,允许,yǔnxǔ,cho phép,我们一起允许吧。,Chúng ta cùng cho phép nhé.,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,禁止,jìnzhǐ,cấm,我们一起禁止吧。,Chúng ta cùng cấm nhé.,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,坚持,jiānchí,kiên trì,我想坚持。,Tôi muốn kiên trì.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,放弃,fàngqì,từ bỏ,我们一起放弃吧。,Chúng ta cùng từ bỏ nhé.,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,适应,shìyìng,thích nghi,你适应吗？,Bạn thích nghi không?,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,制造,zhìzào,chế tạo,你制造吗？,Bạn chế tạo không?,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,生产,shēngchǎn,sản xuất,你生产吗？,Bạn sản xuất không?,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,销售,xiāoshòu,bán hàng,我想销售。,Tôi muốn bán hàng.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,经营,jīngyíng,kinh doanh,我们一起经营吧。,Chúng ta cùng kinh doanh nhé.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,管理,guǎnlǐ,quản lý,我们一起管理吧。,Chúng ta cùng quản lý nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,负责,fùzé,chịu trách nhiệm,我们一起负责吧。,Chúng ta cùng chịu trách nhiệm nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,合作,hézuò,hợp tác,你合作吗？,Bạn hợp tác không?,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,竞争,jìngzhēng,cạnh tranh,我想竞争。,Tôi muốn cạnh tranh.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,投资,tóuzī,đầu tư,你投资吗？,Bạn đầu tư không?,Money,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,赚,zhuàn,kiếm (tiền),我想赚。,Tôi muốn kiếm (tiền).,Money,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,申请,shēnqǐng,"xin, đăng ký",我想申请。,Tôi muốn xin.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,招聘,zhāopìn,tuyển dụng,你招聘吗？,Bạn tuyển dụng không?,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,培训,péixùn,đào tạo,我想培训。,Tôi muốn đào tạo.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,培养,péiyǎng,bồi dưỡng,我们一起培养吧。,Chúng ta cùng bồi dưỡng nhé.,Education,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,表达,biǎodá,biểu đạt,我想表达。,Tôi muốn biểu đạt.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,交流,jiāoliú,giao lưu,我们一起交流吧。,Chúng ta cùng giao lưu nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,沟通,gōutōng,giao tiếp,我们一起沟通吧。,Chúng ta cùng giao tiếp nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,联系,liánxì,liên hệ,你联系吗？,Bạn liên hệ không?,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,通知,tōngzhī,thông báo,你通知吗？,Bạn thông báo không?,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,提醒,tíxǐng,nhắc nhở,我想提醒。,Tôi muốn nhắc nhở.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,建议,jiànyì,đề nghị,我们一起建议吧。,Chúng ta cùng đề nghị nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,推荐,tuījiàn,giới thiệu,我们一起推荐吧。,Chúng ta cùng giới thiệu nhé.,Service,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,讨厌,tǎoyàn,ghét,我想讨厌。,Tôi muốn ghét.,Emotion,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,羡慕,xiànmù,ngưỡng mộ,我想羡慕。,Tôi muốn ngưỡng mộ.,Emotion,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,尊重,zūnzhòng,tôn trọng,我们一起尊重吧。,Chúng ta cùng tôn trọng nhé.,Relationship,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,信任,xìnrèn,tin tưởng,你信任吗？,Bạn tin tưởng không?,Relationship,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,原谅,yuánliàng,tha thứ,我们一起原谅吧。,Chúng ta cùng tha thứ nhé.,Relationship,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,安慰,ānwèi,an ủi,我们一起安慰吧。,Chúng ta cùng an ủi nhé.,Emotion,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,感动,gǎndòng,cảm động,我想感动。,Tôi muốn cảm động.,Emotion,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,吸引,xīyǐn,thu hút,你吸引吗？,Bạn thu hút không?,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,欣赏,xīnshǎng,thưởng thức,我们一起欣赏吧。,Chúng ta cùng thưởng thức nhé.,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,反映,fǎnyìng,phản ánh,我们一起反映吧。,Chúng ta cùng phản ánh nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,思考,sīkǎo,suy nghĩ,你思考吗？,Bạn suy nghĩ không?,Education,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,考虑,kǎolǜ,cân nhắc,我想考虑。,Tôi muốn cân nhắc.,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,判断,pànduàn,phán đoán,你判断吗？,Bạn phán đoán không?,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,分析,fēnxī,phân tích,我想分析。,Tôi muốn phân tích.,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,总结,zǒngjié,tổng kết,我们一起总结吧。,Chúng ta cùng tổng kết nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,计算,jìsuàn,tính toán,你计算吗？,Bạn tính toán không?,Study,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,估计,gūjì,ước tính,我想估计。,Tôi muốn ước tính.,Business,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,证明,zhèngmíng,chứng minh,我们一起证明吧。,Chúng ta cùng chứng minh nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,承认,chéngrèn,thừa nhận,你承认吗？,Bạn thừa nhận không?,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,强调,qiángdiào,nhấn mạnh,我们一起强调吧。,Chúng ta cùng nhấn mạnh nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,重视,zhòngshì,coi trọng,我想重视。,Tôi muốn coi trọng.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,忽视,hūshì,xem nhẹ,我们一起忽视吧。,Chúng ta cùng xem nhẹ nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,描述,miáoshù,mô tả,我们一起描述吧。,Chúng ta cùng mô tả nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,说明,shuōmíng,thuyết minh,你说明吗？,Bạn thuyết minh không?,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,报道,bàodào,đưa tin,我们一起报道吧。,Chúng ta cùng đưa tin nhé.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,宣布,xuānbù,tuyên bố,我想宣布。,Tôi muốn tuyên bố.,Communication,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,通过,tōngguò,thông qua,我想通过。,Tôi muốn thông qua.,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,包括,bāokuò,bao gồm,你包括吗？,Bạn bao gồm không?,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,属于,shǔyú,thuộc về,我想属于。,Tôi muốn thuộc về.,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,取消,qǔxiāo,hủy bỏ,我想取消。,Tôi muốn hủy bỏ.,Service,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,推迟,tuīchí,trì hoãn,我们一起推迟吧。,Chúng ta cùng trì hoãn nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,延长,yáncháng,kéo dài,我想延长。,Tôi muốn kéo dài.,Service,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,保持,bǎochí,giữ gìn,我想保持。,Tôi muốn giữ gìn.,Health,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,保存,bǎocún,"bảo quản, lưu",我想保存。,Tôi muốn bảo quản.,Technology,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,收集,shōují,thu thập,你收集吗？,Bạn thu thập không?,Daily Life,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,分配,fēnpèi,phân phối,我们一起分配吧。,Chúng ta cùng phân phối nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,安装,ānzhuāng,"cài đặt, lắp",我们一起安装吧。,Chúng ta cùng cài đặt nhé.,Technology,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,下载,xiàzài,tải xuống,我想下载。,Tôi muốn tải xuống.,Technology,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,连接,liánjiē,kết nối,你连接吗？,Bạn kết nối không?,Technology,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,操作,cāozuò,thao tác,我想操作。,Tôi muốn thao tác.,Technology,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,控制,kòngzhì,kiểm soát,我们一起控制吧。,Chúng ta cùng kiểm soát nhé.,Work,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,处理,chǔlǐ,xử lý,你处理吗？,Bạn xử lý không?,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,克服,kèfú,khắc phục,我们一起克服吧。,Chúng ta cùng khắc phục nhé.,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,避免,bìmiǎn,tránh,你避免吗？,Bạn tránh không?,Problem Solving,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,防止,fángzhǐ,ngăn chặn,我们一起防止吧。,Chúng ta cùng ngăn chặn nhé.,Health,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,治疗,zhìliáo,điều trị,你治疗吗？,Bạn điều trị không?,Health,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,恢复,huīfù,hồi phục,我想恢复。,Tôi muốn hồi phục.,Health,,Intermediate,Medium,verb - common verb
zh,VOCABULARY,复杂,fùzá,phức tạp,这个很复杂。,Cái này rất phức tạp.,Problem Solving,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,麻烦,máfan,phiền phức,这个非常麻烦。,Cái này vô cùng phiền phức.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,严重,yánzhòng,nghiêm trọng,这个很严重。,Cái này rất nghiêm trọng.,Health,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,厉害,lìhai,"lợi hại, giỏi",这个很厉害。,Cái này rất lợi hại.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,优秀,yōuxiù,ưu tú,这个很优秀。,Cái này rất ưu tú.,Education,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,普遍,pǔbiàn,phổ biến,这个非常普遍。,Cái này vô cùng phổ biến.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,主要,zhǔyào,chủ yếu,这个非常主要。,Cái này vô cùng chủ yếu.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,基本,jīběn,cơ bản,这个非常基本。,Cái này vô cùng cơ bản.,Education,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,具体,jùtǐ,cụ thể,这个非常具体。,Cái này vô cùng cụ thể.,Communication,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,详细,xiángxì,chi tiết,这个很详细。,Cái này rất chi tiết.,Communication,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,全面,quánmiàn,toàn diện,这个很全面。,Cái này rất toàn diện.,Work,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,直接,zhíjiē,trực tiếp,这个非常直接。,Cái này vô cùng trực tiếp.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,正确,zhèngquè,chính xác,这个非常正确。,Cái này vô cùng chính xác.,Education,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,合适,héshì,phù hợp,这个很合适。,Cái này rất phù hợp.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,合理,hélǐ,hợp lý,这个很合理。,Cái này rất hợp lý.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,公平,gōngpíng,công bằng,这个很公平。,Cái này rất công bằng.,Social,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,真实,zhēnshí,chân thực,这个很真实。,Cái này rất chân thực.,Communication,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,实际,shíjì,thực tế,这个很实际。,Cái này rất thực tế.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,积极,jījí,tích cực,这个非常积极。,Cái này vô cùng tích cực.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,消极,xiāojí,tiêu cực,这个很消极。,Cái này rất tiêu cực.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,主动,zhǔdòng,chủ động,这个很主动。,Cái này rất chủ động.,Work,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,自然,zìrán,tự nhiên,这个非常自然。,Cái này vô cùng tự nhiên.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,必要,bìyào,cần thiết,这个很必要。,Cái này rất cần thiết.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,明显,míngxiǎn,rõ ràng,这个非常明显。,Cái này vô cùng rõ ràng.,Communication,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,明确,míngquè,"rõ ràng, minh xác",这个很明确。,Cái này rất rõ ràng.,Communication,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,困难,kùnnan,khó khăn,这个很困难。,Cái này rất khó khăn.,Problem Solving,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,流行,liúxíng,thịnh hành,这个很流行。,Cái này rất thịnh hành.,Social,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,时尚,shíshàng,thời thượng,这个非常时尚。,Cái này vô cùng thời thượng.,Shopping,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,现代,xiàndài,hiện đại,这个非常现代。,Cái này vô cùng hiện đại.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,传统,chuántǒng,truyền thống,这个非常传统。,Cái này vô cùng truyền thống.,Social,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,正式,zhèngshì,chính thức,这个很正式。,Cái này rất chính thức.,Business,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,临时,línshí,tạm thời,这个很临时。,Cái này rất tạm thời.,Work,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,紧急,jǐnjí,khẩn cấp,这个非常紧急。,Cái này vô cùng khẩn cấp.,Emergency,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,稳定,wěndìng,ổn định,这个很稳定。,Cái này rất ổn định.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,激动,jīdòng,"kích động, xúc động",他很激动。,Anh ấy rất xúc động.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,兴奋,xīngfèn,phấn khích,孩子们很兴奋。,Bọn trẻ rất phấn khích.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,失望,shīwàng,thất vọng,我很失望。,Tôi rất thất vọng.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,痛苦,tòngkǔ,đau khổ,他很痛苦。,Anh ấy rất đau khổ.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,幸福,xìngfú,hạnh phúc,他们很幸福。,Họ rất hạnh phúc.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,孤独,gūdú,cô độc,他觉得很孤独。,Anh ấy cảm thấy rất cô đơn.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,无聊,wúliáo,buồn chán,这个非常无聊。,Cái này vô cùng buồn chán.,Emotion,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,有趣,yǒuqù,thú vị,这个很有趣。,Cái này rất thú vị.,Daily Life,,Intermediate,Medium,adjective - common adjective
zh,VOCABULARY,政府,zhèngfǔ,chính phủ,我们谈谈这个政府吧。,Chúng ta nói về chính phủ này nhé.,Daily Life,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,法律,fǎlǜ,pháp luật,这个法律很重要。,Pháp luật này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,经济,jīngjì,kinh tế,这个经济很重要。,Kinh tế này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,政治,zhèngzhì,chính trị,你喜欢这个政治吗？,Bạn thích chính trị này không?,Daily Life,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,科学,kēxué,khoa học,你喜欢这个科学吗？,Bạn thích khoa học này không?,Education,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,技术,jìshù,kỹ thuật,我们谈谈这个技术吧。,Chúng ta nói về kỹ thuật này nhé.,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,科技,kējì,công nghệ,这个科技很重要。,Công nghệ này rất quan trọng.,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,工业,gōngyè,công nghiệp,这个工业很重要。,Công nghiệp này rất quan trọng.,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,农业,nóngyè,nông nghiệp,我们谈谈这个农业吧。,Chúng ta nói về nông nghiệp này nhé.,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,能源,néngyuán,năng lượng,我们谈谈这个能源吧。,Chúng ta nói về năng lượng này nhé.,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,资源,zīyuán,tài nguyên,我们谈谈这个资源吧。,Chúng ta nói về tài nguyên này nhé.,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,人口,rénkǒu,dân số,你喜欢这个人口吗？,Bạn thích dân số này không?,Daily Life,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,国际,guójì,quốc tế,你喜欢这个国际吗？,Bạn thích quốc tế này không?,Daily Life,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,信息,xìnxī,thông tin,你喜欢这个信息吗？,Bạn thích thông tin này không?,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,数据,shùjù,dữ liệu,你喜欢这个数据吗？,Bạn thích dữ liệu này không?,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,系统,xìtǒng,hệ thống,你喜欢这个系统吗？,Bạn thích hệ thống này không?,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,程序,chéngxù,"chương trình, thủ tục",你喜欢这个程序吗？,Bạn thích chương trình này không?,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,设备,shèbèi,thiết bị,你喜欢这个设备吗？,Bạn thích thiết bị này không?,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,工具,gōngjù,công cụ,我们谈谈这个工具吧。,Chúng ta nói về công cụ này nhé.,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,材料,cáiliào,vật liệu,我们谈谈这个材料吧。,Chúng ta nói về vật liệu này nhé.,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,机器,jīqì,máy móc,这个机器很重要。,Máy móc này rất quan trọng.,Technology,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,设计,shèjì,thiết kế,我们谈谈这个设计吧。,Chúng ta nói về thiết kế này nhé.,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,项目,xiàngmù,dự án,我们谈谈这个项目吧。,Chúng ta nói về dự án này nhé.,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,工程,gōngchéng,công trình,这个工程很重要。,Công trình này rất quan trọng.,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,目标,mùbiāo,mục tiêu,你喜欢这个目标吗？,Bạn thích mục tiêu này không?,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,目的,mùdì,mục đích,你喜欢这个目的吗？,Bạn thích mục đích này không?,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,方案,fāng'àn,phương án,我们谈谈这个方案吧。,Chúng ta nói về phương án này nhé.,Work,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,政策,zhèngcè,chính sách,你喜欢这个政策吗？,Bạn thích chính sách này không?,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,制度,zhìdù,chế độ,你喜欢这个制度吗？,Bạn thích chế độ này không?,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,规定,guīdìng,quy định,你喜欢这个规定吗？,Bạn thích quy định này không?,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,规则,guīzé,quy tắc,这个规则很重要。,Quy tắc này rất quan trọng.,Daily Life,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,标准,biāozhǔn,tiêu chuẩn,我们谈谈这个标准吧。,Chúng ta nói về tiêu chuẩn này nhé.,Business,,Intermediate,Medium,noun - everyday noun
zh,VOCABULARY,条件,tiáojiàn,điều kiện,我们谈谈这个条件吧。,Chúng ta nói về điều kiện này nhé.,Daily Life,,Intermediate,Medium,noun - everyday noun
